Column3,Column4,Column7,Column8,Column9,Column10,Column11,Column12,Column14,Column15,Column16
12/13/21,PLEASE INSPECT HYDRANT METER FOR LEAK. ,INSTALL,FLOMETER,REQUEST,REPAIRED,4.,114.02,6.60,35.82,156.44
12/13/21,"PLEASE INSTALL 2"" HYDRANT METER AT SOUTH END OF WATERGRASS PKWY. MAP 541 HYDRANT",INSTALL,FLOMETER,REQUEST,INSPECT,5.,159.16,0.00,52.43,211.59
12/13/21,Map 470 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,7.,280.79,0.00,44.73,325.52
12/15/21,Inspect Hydrant # 6 Bridgewater,PPM,HYDRANT,REQUEST,INSPECT,7.,175.54,0.00,162.54,338.08
12/16/21,Water Break/Leak Repair/Investigation,LEAK,HYDRANT,HUMAN-ER,INSPECT,1.,24.51,0.00,11.61,36.12
12/20/21,"Please flow test FH 63-523, readings from FH 62-523",PPM,HYDRANT,REQUEST,FLOWTEST,4.,90.17,0.00,92.88,183.05
12/20/21,"Please flow test FH 4-562, reading from 5-562",PPM,HYDRANT,REQUEST,FLOWTEST,4.,90.17,0.00,46.44,136.61
12/22/21,Please flow test FH 25-507 using FH 24 as the read hydrant,PPM,HYDRANT,REQUEST,FLOWTEST,4.,90.17,0.00,46.44,136.61
12/22/21,Inv. hydrant hit by contractor,INSTALL,HYDRANT,HUMAN-ER,REPAIRED,10.,247.10,0.00,116.10,363.20
12/22/21,Please flow test FH 12-483,PPM,HYDRANT,REQUEST,FLOWTEST,4.,90.17,0.00,46.44,136.61
12/28/21,"Hydrant leaking across from 30445 Lanesborough Cir, MP",PPM,HYDRANT,REQUEST,INSPECT,4.,96.44,0.00,0.00,96.44
12/28/21,Please flow test FH 23-557 using FH 22 as residual,PPM,HYDRANT,REQUEST,FLOWTEST,6.,131.78,0.00,0.00,131.78
12/28/21,Please flow test FH Curley Rd & Kiefer/Residual from next FH north,PPM,HYDRANT,REQUEST,FLOWTEST,6.,131.78,0.00,0.00,131.78
12/28/21,Please flow test FH FH 1-366 Readings from 2-366,PPM,HYDRANT,REQUEST,FLOWTEST,6.,131.78,0.00,0.00,131.78
12/28/21,Hydrant OOS needs repair ,PPM,HYDRANT,PPM,REPAIRED,4.,86.27,0.00,0.00,86.27
12/28/21,Please flow test FH 42-563/Residual from FH 41,PPM,HYDRANT,REQUEST,FLOWTEST,6.,131.78,0.00,0.00,131.78
12/28/21,Please flow test FH 1-456 simultaneous with 17-473 & 24-453,PPM,HYDRANT,REQUEST,FLOWTEST,4.,85.52,0.00,0.00,85.52
12/29/21,HYDRANT DRIPPING,INSTALL,HYDRANT,PPM,REPAIRED,3.,67.62,3.97,34.83,106.42
12/31/21,Water Break/Leak Repair/Investigation,LEAK,HYDRANT,NCM,INSPECT,0.5,22.53,0.00,6.39,28.92
01/04/22,"Please flow test FH 5-541, residual from FH 2-541",PPM,HYDRANT,REQUEST,FLOWTEST,6.,131.78,0.00,46.44,178.22
01/04/22,Repair on HYD#5-364,PPM,HYDRANT,PPM,REPAIRED,90.5,"2,211.49","3,019.32",989.97,"6,220.78"
01/05/22,INVESTIGATE BROKEN HYDRANT,INSTALL,HYDRANT,AGE-FAIL,REPAIRED,10.,215.67,0.00,0.00,215.67
01/07/22,Please flow test FH 44-418/FH 45-418 as residual,PPM,HYDRANT,REQUEST,FLOWTEST,0.,0.00,0.00,0.00,0.00
01/07/22,Hydrant Issues Map# 400,PPM,HYDRANT,PPM,REPAIRED,8.5,191.19,0.00,93.87,285.06
01/10/22,Map 471 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,21.5,862.81,0.00,166.14,"1,028.95"
01/11/22,Map 472 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,11.,459.72,0.00,63.90,523.62
01/11/22,Map 475 Backflow Inspections,INSPECT,BACKCHEK,REQUEST,INSPECT,6.5,246.72,0.00,57.51,304.23
01/12/22,Replacement of HYD#1-287,PPM,HYDRANT,PPM,REPLACED,28.,812.78,"1,753.00",403.86,"2,969.64"
01/13/22,Map 473 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,3.5,150.72,0.00,19.17,169.89
01/13/22,Map 474 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,10.5,397.57,0.00,51.12,448.69
01/13/22,GIS MAP #483,PPM,HYDRANT,REQUEST,INSPECT,113.,"2,594.25",0.00,"1,625.22","4,219.47"
01/13/22,Map# 453,PPM,HYDRANT,PPM,INSPECT,7.5,150.04,45.64,174.15,369.83
01/13/22,GIS  MAP #505,PPM,HYDRANT,REQUEST,INSPECT,49.5,535.34,0.00,702.36,"1,237.70"
01/18/22,Map# 505 Hydrant #006,PPM,HYDRANT,PPM,REPAIRED,9.,190.19,3.97,162.54,356.70
01/18/22,Please flow test FH 17-473/Simultaneous with FH 24-453 and 1-456,PPM,HYDRANT,PPM,INSPECT,8.,202.59,0.00,139.32,341.91
01/18/22,Map# 564,PPM,HYDRANT,PPM,REPAIRED,8.,182.99,220.75,92.88,496.62
01/18/22,"Please perform full service and paint FH 22, 23,24,25, & 26, MAP 452",PPM,HYDRANT,PPM,INSPECT,22.,440.11,22.82,510.84,973.77
01/18/22,Please perform full service & paint on FH 42 & 36,PPM,HYDRANT,PPM,INSPECT,3.,60.01,39.13,69.66,168.81
01/19/22,Please flow test FH 12-483,PPM,HYDRANT,PPM,FLOWTEST,2.,47.97,0.00,23.22,71.19
01/19/22,Fire Hydrant Leak/ Repair ,LEAK,HYDRANT,AGE-FAIL,REPAIRED,2.5,50.01,20.06,58.05,128.12
01/19/22,Please flow test FH 2-486,PPM,HYDRANT,PPM,FLOWTEST,4.,91.49,0.00,69.66,161.15
01/19/22,Please flow test FH 6-435,PPM,HYDRANT,PPM,FLOWTEST,2.,47.97,0.00,23.22,71.19
01/19/22,Potable/Reuse Meter Installation,INSTALL,FLOMETER,REQUEST,INSPECT,2.,62.71,0.00,17.91,80.62
01/24/22,Please flow test FH 24-453/ Simultaneous with 17-473 & 1-456,INSPECT,HYDRANT,PPM,FLOWTEST,0.,0.00,0.00,0.00,0.00
01/25/22,Please flow test FH 6-487,PPM,HYDRANT,PPM,FLOWTEST,6.,131.50,0.00,92.88,224.38
01/25/22,Please flow test FH 31-402,PPM,HYDRANT,PPM,FLOWTEST,5.,111.50,0.00,69.66,181.16
01/26/22,Please flow test FH 8-527,PPM,HYDRANT,PPM,FLOWTEST,6.,131.50,0.00,92.88,224.38
01/26/22,Please flow test FH 2-469,PPM,HYDRANT,PPM,FLOWTEST,5.,111.50,0.00,69.66,181.16
01/31/22,MVA Fire Hydrant ,BREAK,HYDRANT,HIT-FAIL,REPAIRED,9.,200.71,0.00,208.98,409.69
02/01/22,"Fire Hydrant Maint (Inspect, Install, Remove, Service, Plug, Straighten)",PPM,HYDRANT,PPM,INSPECT,5.5,110.03,0.00,127.71,237.74
02/01/22,"PLEASE REMOVE 2"" HYDRANT METER. PREVIOUS W/O 885442.",REMOVE,FLOMETER,REQUEST,INSPECT,4.,125.42,0.00,35.82,161.24
02/02/22,Please perform hydrant flow test  @ 15-629  (10-628 as residual (See comments),PPM,HYDRANT,PPM,FLOWTEST,2.,46.34,0.00,26.82,73.16
02/07/22,Please flow test FH 62 & 63 map 523- Please see comments,PPM,HYDRANT,PPM,FLOWTEST,8.,164.04,0.00,162.54,326.58
02/07/22,Please flow test FH 14-483,PPM,HYDRANT,PPM,FLOWTEST,4.,82.02,0.00,46.44,128.46
02/07/22,"PLEASE INSTALL 2"" HYDRANT METER, MAP # 585, SITE CONTACT TYSON KRUTSINGER 813-31",INSTALL,FLOMETER,REQUEST,INSPECT,4.,148.24,513.20,61.38,722.83
02/08/22,PLEASE INVESTGATE MISSING HYDRANT METER. PREVIOUS W/O 913868.,INSTALL,FLOMETER,REQUEST,INSPECT,1.,29.10,0.00,17.91,47.01
02/09/22,hit hydrant,PPM,HYDRANT,HIT-FAIL,REPAIRED,9.,262.72,0.00,172.68,435.40
02/11/22,Please schedule flow test @ FH 4-565,PPM,HYDRANT,PPM,FLOWTEST,5.,102.52,0.00,58.05,160.57
02/11/22,Please flow test FH 6-367,PPM,HYDRANT,PPM,FLOWTEST,4.,82.02,0.00,46.44,128.46
02/11/22,Please flow test FH 27-465 (residual from #25),PPM,HYDRANT,PPM,FLOWTEST,4.,82.02,0.00,46.44,128.46
02/11/22,"Please flow test FH 11-402, Res from 8-402",PPM,HYDRANT,PPM,FLOWTEST,4.,82.02,0.00,46.44,128.46
02/11/22,Please flow test FH 18-328,PPM,HYDRANT,REQUEST,FLOWTEST,4.,120.40,0.00,46.44,166.84
02/11/22,Water Break/Leak Repair/Investigation,LEAK,HYDRANT,PPM,INSPECT,3.,61.51,0.00,23.22,84.73
02/16/22,"Please flow test FH 30-523, res from 31-523",PPM,HYDRANT,PPM,FLOWTEST,3.,61.51,0.00,34.83,96.34
02/17/22,"Please schedule flow test FH 3-501, Res from 2-501",PPM,HYDRANT,PPM,FLOWTEST,4.,82.02,0.00,46.44,128.46
02/18/22,Please flow test FH 18-328 using FH 4-328 as residual FH,PPM,HYDRANT,REQUEST,FLOWTEST,4.,135.60,0.00,46.44,182.04
02/22/22,m/p 492 hyd 27 investigate ,PPM,HYDRANT,PPM,INSPECT,2.,41.01,0.00,23.22,64.23
02/22/22,m/p 328 hyd 3 investigate ,PPM,HYDRANT,PPM,INSPECT,2.,41.01,0.00,23.22,64.23
02/22/22,Water Break/Leak Repair/Investigation,BREAK,PIPE,NCM,INSPECT,0.,0.00,0.00,0.00,0.00
02/22/22,"Please flow test FH 51-523, res from FH 55-523",PPM,HYDRANT,PPM,FLOWTEST,6.,121.65,0.00,69.66,191.31
02/22/22,inspected of hydrant m/p 346,PPM,HYDRANT,PPM,INSPECT,4.,94.36,0.00,46.44,140.80
02/22/22,Hydrant 7-607 reported OOS by Fire Services,PPM,HYDRANT,REQUEST,REPAIRED,10.,228.73,91.22,232.20,552.16
02/22/22,Please perform flow test @ FH 1-564,PPM,HYDRANT,PPM,FLOWTEST,4.,79.26,0.00,46.44,125.70
02/22/22,Please flow test FH 11-507 (res from FH 1-507),PPM,HYDRANT,PPM,FLOWTEST,4.,79.26,0.00,46.44,125.70
02/28/22,Please flow test FH 5-546/Residual from FH 6-546,PPM,HYDRANT,PPM,FLOWTEST,4.,94.36,0.00,46.44,140.80
02/28/22,Please flow test FH 8-471,PPM,HYDRANT,PPM,FLOWTEST,4.,94.36,0.00,46.44,140.80
02/28/22,Please flow test FH 32-435,PPM,HYDRANT,PPM,FLOWTEST,4.,94.36,0.00,46.44,140.80
02/28/22,Please flow test FH 19-528,PPM,HYDRANT,PPM,FLOWTEST,4.,94.36,0.00,46.44,140.80
02/28/22,hydrant 30 m/p 418 investagte,PPM,HYDRANT,PPM,INSPECT,10.,227.58,15.00,135.80,378.37
03/04/22,Please flow test FH 51-523,PPM,HYDRANT,PPM,FLOWTEST,4.,94.36,0.00,46.44,140.80
03/04/22,Please flow test FH 99002-304,PPM,HYDRANT,PPM,FLOWTEST,3.,70.77,0.00,34.83,105.60
03/04/22,m/p 586 hydrant 1 Colony Hill DR,PPM,HYDRANT,PPM,REPAIRED,4.,94.36,0.00,46.44,140.80
03/04/22,Please flow test FH 1-501,PPM,HYDRANT,PPM,FLOWTEST,3.,70.77,0.00,34.83,105.60
03/04/22,Please perform flow test @ 2-285 ,PPM,HYDRANT,PPM,FLOWTEST,3.,70.77,0.00,34.83,105.60
03/09/22,Please flow test FH 10-643,PPM,HYDRANT,PPM,FLOWTEST,6.,141.54,0.00,69.66,211.20
03/10/22,hydrant leaking m/p 557 hyd 16 ,PPM,HYDRANT,PPM,REPAIRED,3.,70.77,1.76,34.83,107.36
03/11/22,PASSERBY REPORTING HYD LEAK AT INSTERSECTION MAP 457 HYD 20 PLEASE INVESTIGATE,INSTALL,HYDRANT,REQUEST,INSPECT,2.,47.18,0.00,23.22,70.40
03/11/22,Map# 457,PPM,HYDRANT,PPM,REPAIRED,21.,486.08,15.88,220.59,722.55
03/11/22,m/p 487 hyd 6,PPM,HYDRANT,PPM,REPAIRED,8.,188.73,91.22,92.88,372.83
03/15/22,m/p 419 26906 stillbrook dr,PPM,HYDRANT,PPM,REPAIRED,7.,165.13,7.94,81.27,254.34
03/15/22,Please flow test FH 55-492,PPM,HYDRANT,PPM,FLOWTEST,3.,70.77,0.00,34.83,105.60
03/17/22,m/p 565 4153 lanier,PPM,HYDRANT,PPM,INSPECT,3.,70.77,0.00,23.22,93.99
03/23/22,FH placed out of service: FH 17-502- Please see comments,PPM,HYDRANT,PPM,REPAIRED,6.,143.90,0.00,69.66,213.56
03/23/22,Please flow test FH 11-507/Res from 1-507,PPM,HYDRANT,PPM,FLOWTEST,4.,94.36,0.00,25.56,119.92
03/24/22,Hydrant leak/Repair,INSTALL,HYDRANT,REQUEST,INSPECT,2.,47.18,0.00,23.22,70.40
03/25/22,Please perform a simultaneous flow test Lake Jovita (below for locations),PPM,HYDRANT,PPM,FLOWTEST,10.,237.87,0.00,58.05,295.92
03/28/22,Please flow test FH 2-664 using FH 4-686 for the res.,PPM,HYDRANT,PPM,FLOWTEST,4.,94.36,0.00,46.44,140.80
03/28/22,Please perform flow test @ FH 15-629,PPM,HYDRANT,PPM,FLOWTEST,4.,94.36,0.00,46.44,140.80
03/29/22,Please flow test FH 27-465,PPM,HYDRANT,PPM,FLOWTEST,4.,94.36,0.00,46.44,140.80
04/01/22,Please schedule simultaneous flow test- Wiregrass Blvd; Please see comments,PPM,HYDRANT,PPM,FLOWTEST,9.,208.69,0.00,58.05,266.74
04/02/22,Investigate Hydrant Leaking,LEAK,HYDRANT,NCM,INSPECT,4.,151.40,0.00,72.00,223.40
04/05/22,poppy snow place map page 650,PPM,HYDRANT,PPM,INSPECT,6.,141.54,0.00,69.66,211.20
04/05/22,"Please flow test FH 4-523, res from FH 28-523",PPM,HYDRANT,PPM,FLOWTEST,3.,70.77,0.00,34.83,105.60
04/06/22,Please flow test FH 2-447,PPM,HYDRANT,PPM,FLOWTEST,4.,94.36,0.00,46.44,140.80
04/07/22,Please flow test FH 11-606 (FH 17 for residual),PPM,HYDRANT,PPM,FLOWTEST,4.,94.36,0.00,46.44,140.80
04/12/22,Map# 421,PPM,HYDRANT,PPM,REPAIRED,4.,94.36,0.00,46.44,140.80
04/14/22,Please flow test new hydrant 0-523/residual from 1-523,PPM,HYDRANT,PPM,FLOWTEST,3.,70.77,0.00,0.00,70.77
04/14/22,"Please flow test FH 2-429, readings from FH 3-429",PPM,HYDRANT,PPM,FLOWTEST,3.,70.77,0.00,34.83,105.60
04/15/22,"Please flow FH 9-483,reading from FH 10-483",PPM,HYDRANT,PPM,FLOWTEST,3.,70.77,0.00,34.83,105.60
04/18/22,Please perform 5 flow tests (Not needed simultaneously),PPM,HYDRANT,PPM,FLOWTEST,11.,259.50,0.00,81.27,340.77
04/18/22,"Please flow test FH 2-366, readings from FH 4-366",PPM,HYDRANT,PPM,FLOWTEST,3.,70.77,0.00,0.00,70.77
04/22/22,Please flow test FH 1-501,PPM,HYDRANT,PPM,FLOWTEST,2.,47.18,0.00,0.00,47.18
04/22/22,cobblestone creek map page 630 and 651,PPM,HYDRANT,PPM,INSPECT,9.,201.56,0.00,139.32,340.88
04/25/22,Please flow test FH 11-469 (Read #12-469),PPM,HYDRANT,PPM,FLOWTEST,2.,47.18,0.00,0.00,47.18
04/26/22,Please flow test FH 99002- 304,PPM,HYDRANT,PPM,FLOWTEST,1.5,30.01,0.00,34.83,64.84
04/27/22,"PLEASE INSTALL 2"" JUMPER METER ELAM ROAD PCU #04-102.35 MAP #504 SITE CONTACT: C",INSTALL,FLOMETER,REQUEST,INSPECT,5.,154.80,0.00,71.64,226.44
05/02/22,Please flow test FH 26-435,PPM,HYDRANT,PPM,FLOWTEST,2.,47.18,0.00,23.22,70.40
05/03/22,Please perform simultaneous flow tests (see comments),PPM,HYDRANT,PPM,FLOWTEST,14.,332.62,0.00,69.66,402.28
05/04/22,"Please flow test FH 29-511, residual from FH 28-511",PPM,HYDRANT,PPM,FLOWTEST,0.,0.00,0.00,0.00,0.00
05/04/22,"PLEASE INSTALL 2"" JUMPER METER  EXISTING WIREGRASS RANCH BLVD PCU #4-148.113 MAP",INSTALL,FLOMETER,REQUEST,INSPECT,3.,96.33,0.00,35.82,132.15
05/06/22,Map# 473,PPM,HYDRANT,PPM,INSPECT,9.,182.76,0.00,80.46,263.22
05/06/22,Please flow test FH 11-435,PPM,HYDRANT,PPM,FLOWTEST,2.,47.18,0.00,23.22,70.40
05/09/22,"Please flow test FH 1-469, readings from FH 2-469",PPM,HYDRANT,PPM,FLOWTEST,2.,47.18,0.00,23.22,70.40
05/12/22,m/p 402 hyd 4,PPM,HYDRANT,PPM,REPAIRED,22.,493.89,0.00,255.42,749.31
05/16/22,hydrant service m/p 633,PPM,HYDRANT,PPM,INSPECT,47.,"1,083.66",0.00,626.94,"1,710.60"
05/19/22,Please perform flow test (see comments),PPM,HYDRANT,PPM,INSPECT,2.,47.18,0.00,23.22,70.40
05/23/22,m/p 643 townsend rd zhills,PPM,HYDRANT,PPM,FLOWTEST,19.,448.22,0.00,220.59,668.81
05/24/22,Please flow test FH 32-453,PPM,HYDRANT,PPM,FLOWTEST,2.,47.18,0.00,23.22,70.40
05/25/22,Please perform FH flow test @ FH 2-447,PPM,HYDRANT,PPM,FLOWTEST,2.,41.47,0.00,23.22,64.69
05/26/22,"Please flow test FH 51-523, Curley Rd",PPM,HYDRANT,PPM,FLOWTEST,2.,41.47,0.00,23.22,64.69
05/31/22,Please flow test hydrants- Shady Hills Rd (See comments),INSPECT,HYDRANT,REQUEST,INSPECT,4.,133.89,0.00,46.44,180.33
05/31/22,"Please flow test FH 23-402, residual from FH 24-402",PPM,HYDRANT,PPM,FLOWTEST,2.,47.18,0.00,23.22,70.40
05/31/22,Please flow test FH @ Kirkland Ranch Academy,PPM,HYDRANT,PPM,FLOWTEST,2.,47.18,0.00,23.22,70.40
06/01/22,Please flow test FH 17-483,PPM,HYDRANT,REQUEST,FLOWTEST,2.,41.47,0.00,23.22,64.69
06/01/22,Please flow test FH 32-492 ,PPM,HYDRANT,REQUEST,FLOWTEST,2.,41.47,0.00,23.22,64.69
06/02/22,Please flow test FH 6-522,PPM,HYDRANT,PPM,FLOWTEST,2.,41.47,0.00,23.22,64.69
06/07/22,hydrant repair ,PPM,HYDRANT,REQUEST,INSPECT,9.,196.51,0.00,104.49,301.00
06/08/22,hydrant leaking boyette rd and briarthorn,PPM,HYDRANT,PPM,INSPECT,4.,89.53,0.00,46.44,135.97
06/08/22,Hydrant Leak,LEAK,HYDRANT,AGE-FAIL,REPAIRED,8.,181.20,7.94,92.88,282.02
06/09/22,Please flow test FH 1-501,PPM,HYDRANT,PPM,FLOWTEST,2.,44.77,0.00,23.22,67.99
06/10/22,Hydrant Leak,PPM,HYDRANT,PPM,INSPECT,6.,138.56,0.00,69.66,208.22
06/14/22,Please flow test FH 38-471 reading from #24-453,PPM,HYDRANT,PPM,FLOWTEST,4.,87.24,0.00,23.22,110.46
06/15/22,repair hydrant m/p 401 hydrant 23 ,PPM,HYDRANT,REQUEST,REPAIRED,6.,127.42,106.43,0.00,233.85
06/16/22,m/p 401 hydrant 27,PPM,HYDRANT,REQUEST,REPAIRED,2.5,52.51,0.00,11.61,64.12
06/17/22,m/p 401 hydrant 38,PPM,HYDRANT,REQUEST,REPAIRED,7.,148.43,106.43,69.66,324.51
06/17/22,m/p 417 hydrant 5,PPM,HYDRANT,REQUEST,REPAIRED,7.,148.66,98.67,0.00,247.33
06/18/22,Water Break/Leak Repair/Investigation,INSTALL,HYDRANT,NCM,INSPECT,0.5,12.97,0.00,11.61,24.58
06/20/22,Please flow test FH 3-434 using FH 2-434 as residual,PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,23.22,68.99
06/20/22,"Please schedule flow test @ FH 11-456, res from FH 12-456",PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,23.22,68.99
06/21/22,Please flow test FH 46-435,PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,23.22,68.99
06/21/22,Please flow test FH 4-434 using FH 5-434 as residual,PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,23.22,68.99
06/21/22,m/p 399 hydrant 1,PPM,HYDRANT,REQUEST,REPAIRED,4.,91.53,0.00,46.44,137.97
06/21/22,map page 400 hydrant 19,PPM,HYDRANT,REQUEST,INSPECT,2.,45.77,0.00,23.22,68.99
06/21/22,map page 400 hydrant 18 ,PPM,HYDRANT,REQUEST,REPAIRED,3.,68.65,0.00,0.00,68.65
06/22/22,Hydrant leak please check ,LEAK,HYDRANT,AGE-FAIL,REPAIRED,6.,140.56,7.94,69.66,218.16
06/22/22,"Please flow test FH 3, using FH 4 as residual (Map 565)",PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,23.22,68.99
06/23/22,Please flow test FH 4/Residual from FH 5 (Map 565),PPM,HYDRANT,PPM,FLOWTEST,5.,114.42,0.00,58.05,172.47
06/24/22,Please flow test FH 16-483 using FH 14 as residual,PPM,HYDRANT,REQUEST,FLOWTEST,2.,45.77,0.00,23.22,68.99
06/24/22,inspect hydrant,PPM,HYDRANT,REQUEST,INSPECT,16.,364.26,0.00,197.37,561.63
06/27/22,Please flow test FH 17-483/residual @ 18-483,PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,0.00,45.77
06/27/22,Hydrant out of service,PPM,HYDRANT,HUMAN-ER,REPAIRED,4.,91.53,0.00,0.00,91.53
06/27/22,Please flow test FH 5-544,PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,0.00,45.77
06/28/22,"Please flow test FH 2-447 & FH 1-448 (See comments, form & map)",PPM,HYDRANT,PPM,FLOWTEST,9.,208.84,0.00,0.00,208.84
06/29/22,Please flow test FH 19-420,PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,23.22,68.99
07/01/22,"Please flow Test FH 8-521, residual from 9-521",PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,23.22,68.99
07/05/22,repair hydrant 27 m/p 606,PPM,HYDRANT,REQUEST,REPAIRED,4.,91.53,0.00,46.44,137.97
07/06/22,inspected hydrant 1 m/p 399,PPM,HYDRANT,AGE-FAIL,INSPECT,2.,45.77,0.00,23.22,68.99
07/06/22,repair hydrant 37 m/p 401,PPM,HYDRANT,REQUEST,REPAIRED,6.,137.30,0.00,69.66,206.96
07/06/22,repair hydrant 5 map 608,PPM,HYDRANT,REQUEST,REPAIRED,8.,183.07,0.00,46.44,229.51
07/07/22,Please flow test FH 41-418,PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,23.22,68.99
07/07/22,repair hydrant 10 m/p 400,PPM,HYDRANT,REQUEST,REPAIRED,4.,91.53,0.00,46.44,137.97
07/07/22,repair pad m/p 323,PPM,HYDRANT,REQUEST,REPAIRED,6.,137.30,0.00,69.66,206.96
07/08/22,Please assign 4 hydrant simultest. (See comments & locations below)),PPM,HYDRANT,REQUEST,FLOWTEST,13.,365.48,0.00,150.93,516.41
07/08/22,pour pad m/p 323,PPM,HYDRANT,REQUEST,REPAIRED,7.,160.19,0.00,81.27,241.46
07/11/22,repair hydrant m/p 646 hydrant 7,PPM,HYDRANT,REQUEST,REPAIRED,4.,91.53,7.80,0.00,99.33
07/11/22,repair hydrant 15 m/p 400,PPM,HYDRANT,REQUEST,REPAIRED,6.,137.30,0.00,46.44,183.74
07/11/22,repair hydrant 13 m/p 585,PPM,HYDRANT,REQUEST,REPAIRED,4.,91.53,0.00,46.44,137.97
07/11/22,inspect hydrant m/p 546 hyd 5,INSPECT,HYDRANT,PPM,INSPECT,2.,45.77,0.00,0.00,45.77
07/12/22,repair hydrant 1 m/p 646 otis allen,PPM,HYDRANT,REQUEST,REPAIRED,4.,91.53,7.80,0.00,99.33
07/15/22,Please perform FH flow test @ 8-501 (email attached in comments),PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,0.00,45.77
07/15/22,Duplicate,PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,23.22,68.99
07/15/22,Hydrant out of Service,PPM,HYDRANT,REQUEST,REPAIRED,10.,228.84,0.00,116.10,344.94
07/15/22,Duplicate,INSPECT,HYDRANT,REQUEST,FLOWTEST,0.,0.00,0.00,0.00,0.00
07/18/22,Please flow test FH 64-437,PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,23.22,68.99
07/19/22,"Please flow test FH 1-384, Old Cypress Rd using 2-384 as residual",PPM,HYDRANT,REQUEST,FLOWTEST,1.,28.34,0.00,0.00,28.34
07/20/22,Hydrant out of service,NOT-WORK,HYDRANT,REQUEST,REPAIRED,8.,183.07,0.00,92.88,275.95
07/20/22,Please flow test FH 24-456,PPM,HYDRANT,REQUEST,FLOWTEST,2.,45.77,0.00,0.00,45.77
07/20/22,Please flow test FH 1-429,PPM,HYDRANT,REQUEST,FLOWTEST,3.,69.35,0.00,0.00,69.35
07/20/22,Hydrant # 30 Map# 487 Out Of Service,NOT-WORK,HYDRANT,REQUEST,REPAIRED,4.,92.46,91.22,0.00,183.69
07/21/22,Potable/Reuse Meter Installation,INSTALL,FLOMETER,REQUEST,INSPECT,0.5,16.81,0.00,8.96,25.76
07/21/22,Potable/Reuse Meter Installation,INSTALL,FLOMETER,REQUEST,INSPECT,0.5,16.81,0.00,8.96,25.76
07/22/22,inspect hydrant 18 m/p 526,PPM,HYDRANT,REQUEST,INSPECT,2.,45.77,0.00,0.00,45.77
07/22/22,Hydrant out of service,NOT-WORK,HYDRANT,REQUEST,REPAIRED,6.,137.30,0.00,69.66,206.96
07/22/22,Please flow test FH 2-349,PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,0.00,45.77
07/22/22,Water Break/Leak Repair/Investigation,BREAK,HYDRANT,REQUEST,INSPECT,0.,0.00,0.00,0.00,0.00
07/25/22,Please flow test FH 21-557,PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,0.00,45.77
07/25/22,Potable/Reuse Meter Installation,INSTALL,FLOMETER,REQUEST,REPLACED,1.,33.61,0.00,17.91,51.52
07/26/22,"Please flow test FH 21-507, residual from FH 22-507",PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,0.00,45.77
07/27/22,"Fire Hydrant Maint (Inspect, Install, Remove, Service, Plug, Straighten)",PPM,HYDRANT,REQUEST,INSPECT,2.,45.77,0.00,0.00,45.77
07/27/22,Please perform FH flow test @ 2-501,PPM,HYDRANT,PPM,FLOWTEST,3.,68.65,0.00,34.83,103.48
07/28/22,Please perform flow test @ FH 7-284,PPM,HYDRANT,REQUEST,FLOWTEST,2.,95.40,0.00,23.22,118.62
07/29/22,painted pole around hydrant 11 m/p 633,PPM,HYDRANT,REQUEST,INSPECT,6.,137.30,0.00,69.66,206.96
08/01/22,hydrant repair m/p 447 hydrant 1 ,PPM,HYDRANT,REQUEST,REPAIRED,32.,765.08,198.75,155.49,"1,119.32"
08/04/22,Hydrant out of service,NOT-WORK,HYDRANT,REQUEST,INSPECT,1.,42.82,0.00,12.78,55.60
08/05/22,Please perform FH flow test @ FH 8-329,PPM,HYDRANT,PPM,FLOWTEST,1.,21.01,0.00,23.22,44.23
08/08/22,Inv. hydrant not shutting off,INSTALL,HYDRANT,REQUEST,REPAIRED,10.,279.46,0.00,80.49,359.95
08/10/22,Please flow test FH 34-402,PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,0.00,45.77
08/12/22,"Please flow test FH 4-384, reading #3-384",PPM,HYDRANT,PPM,FLOWTEST,2.,45.77,0.00,0.00,45.77
